[13:04:05] [LOGGING]	 STARTING LOGGING
[14:01:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,5822858
[14:01:40] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,5320237
[14:01:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,511979
[14:01:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3351066
[14:01:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:01:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,7548481
[14:01:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8292531
[14:02:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,7757033
[14:02:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7789586
[14:02:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,7928891
[14:02:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,7921519
[14:02:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,7928857
[14:02:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,7849467
[14:02:24] [ENGINE - Default]	 RECOGNIZED Speech: 0,7794716 (0,65) / 0,7917054 (OVER) Device:  Text: OVER ferme failleurfox
[14:02:24] [ENGINE - Default]	 RECOGNIZED Speech: 0,7794716 (0,65) / 0,7917054 (OVER) Device:  Text: OVER ferme failleurfox
[14:02:24] [CONTEXT]	 Reset timeout
[14:02:25] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=closefirefox&confidence=0.7794716&client=OVER1&profile=Unknow_5132&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[14:02:25] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=closefirefox&confidence=0.7794716&client=OVER1&profile=Unknow_5132&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[14:02:26] [HTTP]	 System.Net.WebException: Impossible de se connecter au serveur distant ---> System.Net.Sockets.SocketException: Aucune connexion n’a pu être établie car l’ordinateur cible l’a expressément refusée 127.0.0.1:8080
   à System.Net.Sockets.Socket.DoConnect(EndPoint endPointSnapshot, SocketAddress socketAddress)
   à System.Net.ServicePoint.ConnectSocketInternal(Boolean connectFailure, Socket s4, Socket s6, Socket& socket, IPAddress& address, ConnectSocketState state, IAsyncResult asyncResult, Exception& exception)
   --- Fin de la trace de la pile d'exception interne ---
   à System.Net.HttpWebRequest.GetResponse()
   à net.encausse.sarah.WSRHttpManager.SendRequest(String url)
[14:02:26] [HTTP]	 System.Net.WebException: Impossible de se connecter au serveur distant ---> System.Net.Sockets.SocketException: Aucune connexion n’a pu être établie car l’ordinateur cible l’a expressément refusée 127.0.0.1:8080
   à System.Net.Sockets.Socket.DoConnect(EndPoint endPointSnapshot, SocketAddress socketAddress)
   à System.Net.ServicePoint.ConnectSocketInternal(Boolean connectFailure, Socket s4, Socket s6, Socket& socket, IPAddress& address, ConnectSocketState state, IAsyncResult asyncResult, Exception& exception)
   --- Fin de la trace de la pile d'exception interne ---
   à System.Net.HttpWebRequest.GetResponse()
   à net.encausse.sarah.WSRHttpManager.SendRequest(String url)
[14:02:26] [ENGINE - Default]	 SpeechRecognized: 2246,3679ms Text: OVER ferme failleurfox
[14:02:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:02:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5809388
[14:02:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,5812228
[14:02:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,5449589
[14:02:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,4994293
[14:02:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,449982
[14:02:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir le => 0,5236455
[14:02:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir les mail => 0,4918234
[14:02:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,4516926
[14:02:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,7135378
[14:02:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,6548366
[14:02:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,6451291
[14:02:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,6548366
[14:02:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir toute les fenetres => 0,7293192
[14:02:48] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:02:48] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:02:48] [ENGINE - Default]	 SpeechRecognized: 64,0007ms Text: OVER fais voir toute les fenetres
[14:02:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6766734
[14:03:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8314024
[14:03:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,8244555
[14:03:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8243196
[14:03:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,8246551
[14:03:38] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:03:38] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:03:38] [ENGINE - Default]	 SpeechRecognized: 103,0585ms Text: OVER ferme tout
[14:03:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7410694
[14:03:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,809432
[14:03:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8173165
[14:03:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,8320125
[14:04:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8281894
[14:04:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,8214034
[14:04:06] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8229092
[14:04:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,8234673
[14:04:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,8227938
[14:04:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir le home => 0,8187895
[14:04:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir le => 0,818792
[14:04:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir le home => 0,8183633
[14:04:24] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:04:24] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:04:24] [ENGINE - Default]	 SpeechRecognized: 252,0058ms Text: OVER fait voir le home
[14:04:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3650364
[14:04:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,3654257
[14:04:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1143167
[14:05:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,540191
[14:05:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,5385042
[14:05:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,4695721
[14:05:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7244892
[14:05:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,3813933
[14:06:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:07:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7079312
[14:07:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,6155305
[14:07:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7313973
[14:07:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,766962
[14:07:11] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:07:11] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:07:11] [ENGINE - Default]	 SpeechRecognized: 98,9963ms Text: OVER fait voir le home
[14:07:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,5662324
[14:07:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,6435665
[14:07:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux => 0,5028096
[14:07:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:07:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux => 0,4999342
[14:07:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,2642314
[14:07:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,3663104
[14:07:34] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,3827993
[14:07:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1707031
[14:07:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2768166
[14:07:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1453044
[14:07:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,09864764
[14:08:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1137714
[14:08:13] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,4260659
[14:08:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5344181
[14:08:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1371595
[14:08:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1943265
[14:08:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,001
[14:08:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:08:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,2074471
[14:08:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,2359291
[14:08:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche la => 0,2918046
[14:08:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,2149768
[14:08:57] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,228573
[14:08:58] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche la vue => 0,1702223
[14:09:00] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6235695
[14:09:02] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,4267776
[14:09:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1897347
[14:09:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,4579672
[14:09:06] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,3119472
[14:09:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,3609197
[14:09:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,3752796
[14:09:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,3829879
[14:09:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,3120211
[14:09:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,3176741
[14:09:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2104162
[14:09:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,3383083
[14:09:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1540349
[14:09:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,4769534
[14:09:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,293467
[14:09:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:09:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1764105
[14:09:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre => 0,2682762
[14:09:18] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre le => 0,370449
[14:09:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1648434
[14:09:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre le => 0,370449
[14:09:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,07472794
[14:09:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6396061
[14:09:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,8348653
[14:09:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8280015
[14:09:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,8342569
[14:09:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8289763
[14:09:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,8243708
[14:09:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8233581
[14:09:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,7982312
[14:09:45] [ENGINE - Default]	 REJECTED Trigger: 0,4607266 Text: OVER
[14:09:45] [ENGINE - Default]	 REJECTED Trigger: 0,4607266 Text: OVER
[14:09:45] [ENGINE - Default]	 SpeechRecognized: 125,9994ms Text: OVER ferme failleurfox
[14:09:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3650174
[14:09:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,3809107
[14:09:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,4865906
[14:09:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:09:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1905996
[14:09:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:09:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3006197
[14:09:58] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,07126214
[14:09:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2646862
[14:10:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:10:06] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[14:10:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,4105712
[14:10:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:10:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,495474
[14:10:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,5390704
[14:10:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:10:13] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,6178332
[14:10:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,5494186
[14:10:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6613694
[14:10:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7301868
[14:10:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,832275
[14:10:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8276464
[14:10:31] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:10:31] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:10:31] [ENGINE - Default]	 SpeechRecognized: 83,0009ms Text: OVER fais voir les film
[14:10:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5985806
[14:10:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,7074987
[14:10:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,6810274
[14:10:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir le => 0,6303291
[14:10:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme l'onglet => 0,6232934
[14:10:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,1957316
[14:10:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,4952491
[14:10:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5829626
[14:10:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,6686354
[14:10:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,7632976
[14:10:51] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:10:51] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:10:52] [ENGINE - Default]	 SpeechRecognized: 286,0113ms Text: OVER ferme failleurfox
[14:11:00] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7072389
[14:11:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8315079
[14:11:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8237467
[14:11:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,8257439
[14:11:18] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8226817
[14:11:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,7491169
[14:11:40] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:11:40] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:11:40] [ENGINE - Default]	 SpeechRecognized: 67,9996ms Text: OVER ferme failleurfox
[14:11:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,416604
[14:11:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5283067
[14:11:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,6385562
[14:11:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7209615
[14:11:49] [ENGINE - Default]	 REJECTED Trigger: 0,3843075 Text: OVER
[14:11:49] [ENGINE - Default]	 REJECTED Trigger: 0,3843075 Text: OVER
[14:11:49] [ENGINE - Default]	 SpeechRecognized: 64,0039ms Text: OVER ferm tou
[14:11:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7450921
[14:11:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,8474098
[14:11:56] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:11:56] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:11:56] [ENGINE - Default]	 SpeechRecognized: 107,3543ms Text: OVER fait voir le home
[14:14:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux => 0,2809667
[14:14:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER éteind => 0,001
[14:14:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER éteind le => 0,1805342
[14:14:34] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,29967
[14:14:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,2477704
[14:14:45] [LOGGING]	 STARTING LOGGING
[14:14:45] [INIT]	 ==========================================
[14:14:45] [INIT]	 S.A.R.A.H. => MICRO
[14:14:45] [INIT]	 ==========================================
[14:14:45] [INIT]	 Server: http://127.0.0.1:8080
[14:14:45] [INIT]	 Confidence: 0,65
[14:14:45] [INIT]	 ==========================================
[14:14:45] [HTTP]	 Exception: Failed to start HTTP server
[14:14:45] [HTTP]	 Exception: Failed to start HTTP server
[14:14:45] [WATCHER]	 Stop watching
[14:14:45] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[14:14:45] [GRAMMAR]	 Add to context list: time.xml
[14:14:45] [WATCHER]	 Watching directory: macros
[14:14:45] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[14:14:45] [GRAMMAR]	 Add to context list: jarvis.xml
[14:14:45] [WATCHER]	 Watching directory: plugins
[14:14:45] [WATCHER]	 Start watching
[14:14:45] [GRAMMAR]	 Context: default
[14:14:45] [GRAMMAR]	 Context: time.xml, jarvis.xml
[14:14:45] [GRAMMAR]	 File: Load Grammar to Engine
[14:14:46] [GRAMMAR]	 File: Load: time.xml Enabled: True
[14:14:46] [GRAMMAR]	 File: Load Grammar to Engine
[14:14:46] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[14:14:46] [ENGINE - File]	 Init recognizer
[14:14:46] [ENGINE - File]	 AudioLevel: 0
[14:14:46] [ENGINE - File]	 MaxAlternates: 1
[14:14:46] [ENGINE - File]	 BabbleTimeout: 00:00:00
[14:14:46] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[14:14:46] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[14:14:46] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[14:14:46] [GRAMMAR]	 Default: Load Grammar to Engine
[14:14:46] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[14:14:46] [GRAMMAR]	 Default: Load Grammar to Engine
[14:14:46] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[14:14:46] [ENGINE - Default]	 Init recognizer
[14:14:46] [ENGINE - Default]	 AudioLevel: 0
[14:14:46] [ENGINE - Default]	 MaxAlternates: 1
[14:14:47] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[14:14:47] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[14:14:47] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[14:14:47] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[14:14:47] [ENGINE - Default]	 Start listening
[14:14:47] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[14:14:47] [ENGINE]	 [Default] level: 0 state: Silence
[14:14:47] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[14:14:47] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[14:14:47] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[14:14:47] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[14:14:47] [ENGINE]	 Restart timeout: 3600000
[14:14:48] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[14:14:48] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[14:14:48] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[14:14:48] [PLAYER]	 [0]Start Player
[14:14:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4716067
[14:14:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,001
[14:14:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,4824901
[14:14:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,001
[14:14:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,524388
[14:14:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle => 0,5267592
[14:14:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle => 0,3713785
[14:14:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche la => 0,2119023
[14:14:53] [PLAYER]	 [0]End Player
[14:14:53] [PLAYER]	 [0]speaking false
[14:14:53] [TTS]	 End speaking
[14:14:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,1142356
[14:14:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure => 0,4234791
[14:14:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme l'onglet => 0,2185623
[14:14:58] [RTPCLIENT]	 Stop RTPClient
[14:14:58] [RTPCLIENT]	 Stop RTPClient
[14:14:58] [RTPCLIENT]	 Stop RTPClient ... Done
[14:14:58] [RTPCLIENT]	 Stop RTPClient ... Done
[14:14:58] [ENGINE - File]	 Stop listening...done
[14:14:58] [ENGINE - Default]	 Stop listening...done
[14:14:59] [RTPCLIENT]	 Stop RTPClient
[14:14:59] [RTPCLIENT]	 Stop RTPClient
[14:14:59] [RTPCLIENT]	 Stop RTPClient ... Done
[14:14:59] [RTPCLIENT]	 Stop RTPClient ... Done
[14:14:59] [ENGINE - File]	 Stop listening...done
[14:14:59] [ENGINE - Default]	 Stop listening...done
[14:16:48] [LOGGING]	 STARTING LOGGING
[14:16:48] [INIT]	 ==========================================
[14:16:48] [INIT]	 S.A.R.A.H. => MICRO
[14:16:48] [INIT]	 ==========================================
[14:16:48] [INIT]	 Server: http://127.0.0.1:8080
[14:16:48] [INIT]	 Confidence: 0,65
[14:16:48] [INIT]	 ==========================================
[14:16:48] [INIT]	 Starting Server: http://192.168.1.151:8888/
[14:16:48] [INIT]	 Starting Server: http://127.0.0.1:8888/
[14:16:48] [WATCHER]	 Stop watching
[14:16:48] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[14:16:48] [GRAMMAR]	 Add to context list: time.xml
[14:16:48] [WATCHER]	 Watching directory: macros
[14:16:48] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[14:16:48] [GRAMMAR]	 Add to context list: jarvis.xml
[14:16:48] [WATCHER]	 Watching directory: plugins
[14:16:48] [WATCHER]	 Start watching
[14:16:48] [GRAMMAR]	 Context: default
[14:16:48] [GRAMMAR]	 Context: time.xml, jarvis.xml
[14:16:48] [GRAMMAR]	 File: Load Grammar to Engine
[14:16:48] [GRAMMAR]	 File: Load: time.xml Enabled: True
[14:16:48] [GRAMMAR]	 File: Load Grammar to Engine
[14:16:48] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[14:16:49] [ENGINE - File]	 Init recognizer
[14:16:49] [ENGINE - File]	 AudioLevel: 0
[14:16:49] [ENGINE - File]	 MaxAlternates: 1
[14:16:49] [ENGINE - File]	 BabbleTimeout: 00:00:00
[14:16:49] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[14:16:49] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[14:16:49] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[14:16:49] [GRAMMAR]	 Default: Load Grammar to Engine
[14:16:49] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[14:16:49] [GRAMMAR]	 Default: Load Grammar to Engine
[14:16:49] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[14:16:49] [ENGINE - Default]	 Init recognizer
[14:16:49] [ENGINE - Default]	 AudioLevel: 0
[14:16:49] [ENGINE - Default]	 MaxAlternates: 1
[14:16:49] [ENGINE - Default]	 BabbleTimeout: 00:00:00
